external_id,brand,model,device_type_id,part_number,crawled_at
1-257,Panasonic,CS/CU-HU18ZKY,114,-,2026-08-13T02:13:02.931800+00:00
1-258,Panasonic,CS/CU-HU12AKYF,114,-,2026-08-13T02:13:02.931800+00:00
1-259,Panasonic,CS/CU-HU18AKYF,114,-,2026-08-13T02:13:02.931800+00:00
1-260,Panasonic,CS/CU-XU12AKYF,114,-,2026-08-13T02:13:02.931800+00:00
1-261,Panasonic,CS/CU-XU18AKYF,114,-,2026-08-13T02:13:02.931800+00:00
1-262,Panasonic,CS/CU-VU18AKYF,114,-,2026-08-13T02:13:02.931800+00:00
1-263,Panasonic,CS/CU-EU12AKY5FM,114,-,2026-08-13T02:13:02.931800+00:00
1-264,Panasonic,CS/CU-EU18AKY5XFM,114,-,2026-08-13T02:13:02.931800+00:00
1-265,Panasonic,CS/CU-EU24AKY5FM,114,-,2026-08-13T02:13:02.931800+00:00
1-266,Panasonic,CS/CU-NU12ZKY5W,114,-,2026-08-13T02:13:02.931800+00:00
1-267,Panasonic,CS/CU-NU18ZKY5W,114,-,2026-08-13T02:13:02.931800+00:00
1-268,Panasonic,CS/CU-NU12ZKY4W,114,-,2026-08-13T02:13:02.931800+00:00
1-269,Panasonic,CS/CU-NU18ZKY4W,114,-,2026-08-13T02:13:02.931800+00:00
1-270,Panasonic,CS/CU-NU24ZKY4W,114,-,2026-08-13T02:13:02.931800+00:00
1-271,Panasonic,CS-CU-VU18BKYFM,114,-,2026-08-13T02:13:02.931800+00:00
1-272,Panasonic,CS-CU-WU12BKYFM,114,-,2026-08-13T02:13:02.931800+00:00
1-273,Panasonic,CS-CU-EU12BKY5FM,114,-,2026-08-13T02:13:02.931800+00:00
1-274,Panasonic,CS-CU-QU26BKYFM,114,-,2026-08-13T02:13:02.931800+00:00
1-275,Panasonic,CS-CU-EU12BKY3FM,114,-,2026-08-13T02:13:02.931800+00:00
1-276,Panasonic,CS-CU-WU18BKYFM,114,-,2026-08-13T02:13:02.931800+00:00
1-277,Panasonic,CS-CU-NU18AKY5WX,114,-,2026-08-13T02:13:02.931800+00:00
1-278,Panasonic,CS-CU-NU18AKY4WX,114,-,2026-08-13T02:13:02.931800+00:00
1-279,Panasonic,CS-CU-SU18AKY3WX,114,-,2026-08-13T02:13:02.931800+00:00
1-280,Panasonic,CS-CU-NU12AKY5W,114,-,2026-08-13T02:13:02.931800+00:00
1-281,Panasonic,CS-CU-NU12AKY4W,114,-,2026-08-13T02:13:02.931800+00:00
1-282,Panasonic,CS-CU-SU18AKY3W,114,-,2026-08-13T02:13:02.931800+00:00
1-283,Panasonic,CS-CU-SU12AKY3W,114,-,2026-08-13T02:13:02.931800+00:00
1-284,Panasonic,CS-CU-EZ18BKYXFM,114,-,2026-08-13T02:13:02.931800+00:00
1-285,Panasonic,CS-CU-EZ24BKYFM,114,-,2026-08-13T02:13:02.931800+00:00
1-286,Panasonic,CS-CU-EU18BKY3XFM,114,-,2026-08-13T02:13:02.931800+00:00
1-287,Panasonic,CS-CU-EU18BKY5XFM,114,-,2026-08-13T02:13:02.931800+00:00
1-288,Panasonic,CS-CU-SU24AKY3W,114,-,2026-08-13T02:13:02.931800+00:00
1-289,Panasonic,CS-CU-WU24BKYFM,114,-,2026-08-13T02:13:02.931800+00:00
1-290,Panasonic,CS-CU-EU24BKY3FM,114,-,2026-08-13T02:13:02.931800+00:00
1-291,Panasonic,CS-CU-NU24AKY5W,114,-,2026-08-13T02:13:02.931800+00:00
1-292,Panasonic,CS-CU-EU24BKY5FM,114,-,2026-08-13T02:13:02.931800+00:00
1-293,Panasonic,CS-CU-NU24AKY4W,114,-,2026-08-13T02:13:02.931800+00:00
1-294,Panasonic,CS-CU-HU12BKYFM,114,-,2026-08-13T02:13:02.931800+00:00
1-295,Panasonic,CS-CU-HU18BKYFM,114,-,2026-08-13T02:13:02.931800+00:00
1-296,Panasonic,CS-CU-EU18BKY5XPM,114,-,2026-08-13T02:13:02.931800+00:00
1-297,Panasonic,CS-CU-EU18BKY3FM,114,-,2026-08-13T02:13:02.931800+00:00
1-298,Panasonic,CS-CU-VU18CKY5XFMH-P,114,-,2026-08-13T02:13:02.931800+00:00
1-299,Panasonic,CS-CU-HU12CKY5FM-P,114,-,2026-08-13T02:13:02.931800+00:00
1-300,Panasonic,CS-CU-HU18CKY5XFMH-P,114,-,2026-08-13T02:13:02.931800+00:00
1-301,Panasonic,CS-CU-EU18CKY5XFM-G,114,-,2026-08-13T02:13:02.931800+00:00
1-302,Panasonic,CS-CU-EU18CKY5XFM-S,114,-,2026-08-13T02:13:02.931800+00:00
1-303,Panasonic,CS-CU-EU12CKY5FM,114,-,2026-08-13T02:13:02.931800+00:00
1-304,Panasonic,CS-CU-EU18CKY5XFMH,114,-,2026-08-13T02:13:02.931800+00:00
1-305,Panasonic,CS-CU-EU18CKY5XFM,114,-,2026-08-13T02:13:02.931800+00:00
1-306,Panasonic,CS-CU-EU24CKY5FM,114,-,2026-08-13T02:13:02.931800+00:00
1-307,Panasonic,CS-CU-ZU24CKY5FM,114,-,2026-08-13T02:13:02.931800+00:00
1-308,Panasonic,CS-CU-NU12BKY5W,114,-,2026-08-13T02:13:02.931800+00:00
1-309,Panasonic,CS-CU-NU18BKY5WXH,114,-,2026-08-13T02:13:02.931800+00:00
1-310,Panasonic,CS-CU-NU18BKY5WX,114,-,2026-08-13T02:13:02.931800+00:00
1-311,Panasonic,CS-CU-NU24BKY5W,114,-,2026-08-13T02:13:02.931800+00:00
1-312,Panasonic,CS-CU-WU18CKY4XFM-P,114,-,2026-08-13T02:13:02.931800+00:00
1-313,Panasonic,CS-CU-EU12CKY4FM,114,-,2026-08-13T02:13:02.931800+00:00
1-314,Panasonic,CS-CU-EU18CKY4XFM,114,-,2026-08-13T02:13:02.931800+00:00
1-315,Panasonic,CS-CU-EU24CKY4FM,114,-,2026-08-13T02:13:02.931800+00:00
1-316,Panasonic,CS-CU-NU12BKY4W,114,-,2026-08-13T02:13:02.931800+00:00
1-317,Panasonic,CS-CU-NU18BKY4WX,114,-,2026-08-13T02:13:02.931800+00:00
1-318,Panasonic,CS-CU-NU24BKY4W,114,-,2026-08-13T02:13:02.931800+00:00
1-319,Panasonic,CS-CU-EZ18CKYXFM,114,-,2026-08-13T02:13:02.931800+00:00
1-320,Panasonic,CS-CU-EZ24CKYFM,114,-,2026-08-13T02:13:02.931800+00:00
1-321,Panasonic,CS-CU-EU12CKY3FM,114,-,2026-08-13T02:13:02.931800+00:00
1-322,Panasonic,CS-CU-EU18CKY3FM,114,-,2026-08-13T02:13:02.931800+00:00
1-323,Panasonic,CS-CU-EU18CKY3XFMH,114,-,2026-08-13T02:13:02.931800+00:00
1-324,Panasonic,CS-CU-EU24CKY3FM,114,-,2026-08-13T02:13:02.931800+00:00
1-325,Panasonic,CS-CU-QU30CKYFM,114,-,2026-08-13T02:13:02.931800+00:00
1-326,Panasonic,CS-CU-SU12BKY3W,114,-,2026-08-13T02:13:02.931800+00:00
1-327,Panasonic,CS-CU-SU18BKY3W,114,-,2026-08-13T02:13:02.931800+00:00
1-328,Panasonic,CS-CU-SU18BKY3WXH,114,-,2026-08-13T02:13:02.931800+00:00
1-329,Panasonic,CS-CU-SU24BKY3W,114,-,2026-08-13T02:13:02.931800+00:00
1-512,Panasonic,AiSEG3,14,-,2026-08-13T02:13:02.931800+00:00
1-513,Panasonic,AiSEG3,14,-,2026-08-13T02:13:02.931800+00:00
1-514,Panasonic,AiSEG3,14,-,2026-08-13T02:13:02.931800+00:00
1-515,Panasonic,AiSEG3,14,-,2026-08-13T02:13:02.931800+00:00
4107-2,Signify,BSB002,14,046677458478,2026-08-13T02:13:02.931800+00:00
4107-3,Signify,BSB003,14,046677582111,2026-08-13T02:13:02.931800+00:00
4107-4,Signify,BSB002,14,046677582111,2026-08-13T02:13:02.931800+00:00
4107-5,Signify,BSB003,14,046677582111,2026-08-13T02:13:02.931800+00:00
4107-297,Signify,Philips Hue Light,269,9290038535,2026-08-13T02:13:02.931800+00:00
4107-298,Signify,Philips Hue Light,269,	9290038535,2026-08-13T02:13:02.931800+00:00
4107-8192,Signify,WiZ A19,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8193,Signify,WiZ A.E27,268,-,2026-08-13T02:13:02.931800+00:00
4107-8194,Signify,WiZ A19 Daylight,257,- ,2026-08-13T02:13:02.931800+00:00
4107-8195,Signify,WiZ LED Strip,269,-,2026-08-13T02:13:02.931800+00:00
4107-8196,Signify,Philips Downlight,268,-,2026-08-13T02:13:02.931800+00:00
4107-8197,Signify,WiZ Smart Plug,266,- ,2026-08-13T02:13:02.931800+00:00
4107-8198,Signify,WiZ Ceiling,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8199,Signify,WiZ Linear,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8200,Signify,WiZ Hero,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8201,Signify,WiZ LED Strip,269,-,2026-08-13T02:13:02.931800+00:00
4107-8202,Signify,WiZ A19 Filament,268,-,2026-08-13T02:13:02.931800+00:00
4107-8203,Signify,WiZ A60 Filament,268,-,2026-08-13T02:13:02.931800+00:00
4107-8204,Signify,WiZ Downlight,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8205,Signify,WiZ Modular Downlight,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8206,Signify,Philips A60 Filament,269,-,2026-08-13T02:13:02.931800+00:00
4107-8207,Signify,WiZ A.E27,269,-,2026-08-13T02:13:02.931800+00:00
4107-8209,Signify,WiZ ELPAS Wall,269,-,2026-08-13T02:13:02.931800+00:00
4107-8210,Signify,WiZ Outdoor Ground Spot,269,-,2026-08-13T02:13:02.931800+00:00
4107-8212,Signify,Philips PAR30,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8213,Signify,WiZ Ceiling,257,- ,2026-08-13T02:13:02.931800+00:00
4107-8214,Signify,WiZ Ceiling,257,- ,2026-08-13T02:13:02.931800+00:00
4107-8215,Signify,WiZ Portrait,268,-,2026-08-13T02:13:02.931800+00:00
4107-8216,Signify,Philips A19,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8217,Signify,Philips A19 Warm White,257,- ,2026-08-13T02:13:02.931800+00:00
4107-8218,Signify,WiZ Downlight,269,-,2026-08-13T02:13:02.931800+00:00
4107-8448,Signify,Philips A21,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8449,Signify,WiZ A19,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8450,Signify,WiZ BR30,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8451,Signify,WiZ A.B22,268,-,2026-08-13T02:13:02.931800+00:00
4107-8452,Signify,WiZ GU10,268,-,2026-08-13T02:13:02.931800+00:00
4107-8453,Signify,WiZ Candle,268,-,2026-08-13T02:13:02.931800+00:00
4107-8454,Signify,WiZ A67.E27,268,-,2026-08-13T02:13:02.931800+00:00
4107-8455,Signify,WiZ G95.E27,268,-,2026-08-13T02:13:02.931800+00:00
4107-8456,Signify,Philips A.E27,268,-,2026-08-13T02:13:02.931800+00:00
4107-8457,Signify,Philips A67.E27,268,-,2026-08-13T02:13:02.931800+00:00
4107-8458,Signify,Philips A19,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8459,Signify,Philips BR30,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8460,Signify,Philips Candle,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8461,Signify,WiZ GU10,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8462,Signify,WiZ Candle,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8463,Signify,WiZ A21,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8475,Signify,Philips GU10,268,-,2026-08-13T02:13:02.931800+00:00
4107-8476,Signify,Philips Candle,268,-,2026-08-13T02:13:02.931800+00:00
4107-8477,Signify,Philips A.B22,268,-,2026-08-13T02:13:02.931800+00:00
4107-8478,Signify,Philips G95.E27,268,-,2026-08-13T02:13:02.931800+00:00
4107-8479,Signify,Philips A19,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8480,Signify,Philips A60,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8481,Signify,WiZ A60.E26,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8482,Signify,WiZ A67.E26,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8483,Signify,Philips GU10,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8484,Signify,WiZ Smart Plug,266,- ,2026-08-13T02:13:02.931800+00:00
4107-8485,Signify,WiZ Smart Plug,266, -,2026-08-13T02:13:02.931800+00:00
4107-8486,Signify,Philips Smart Plug,266,9290033641 ,2026-08-13T02:13:02.931800+00:00
4107-8491,Signify,WiZ Downlight,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8492,Signify,Philips Downlight,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8494,Signify,WiZ Downlight,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8495,Signify,WiZ Downlight,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8496,Signify,Philips Downlight,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8497,Signify,WiZ Downlight,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8499,Signify,WiZ Downlight,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8503,Signify,WiZ Downlight,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8505,Signify,Philips Downlight,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8506,Signify,WiZ Ceiling Light,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8507,Signify,WiZ Ceiling Light,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8509,Signify,Philips LED Strip,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8510,Signify,WiZ LED Strip,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8511,Signify,Philips LED Strip,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8514,Signify,WiZ LED Strip,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8515,Signify,WiZ LED Strip,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8516,Signify,WiZ A19 Warm White,257,- ,2026-08-13T02:13:02.931800+00:00
4107-8517,Signify,WiZ BR30 Warm White,257,- ,2026-08-13T02:13:02.931800+00:00
4107-8518,Signify,WiZ BR30 Daylight,257,- ,2026-08-13T02:13:02.931800+00:00
4107-8519,Signify,WiZ GU10 Warm White,257,-,2026-08-13T02:13:02.931800+00:00
4107-8520,Signify,WiZ Candle Warm White,257,-,2026-08-13T02:13:02.931800+00:00
4107-8521,Signify,WiZ A.E27 Warm White,257,-,2026-08-13T02:13:02.931800+00:00
4107-8522,Signify,WiZ A.B22 Warm White,257,-,2026-08-13T02:13:02.931800+00:00
4107-8523,Signify,Philips A19 Warm White,257,- ,2026-08-13T02:13:02.931800+00:00
4107-8524,Signify,Philips A19 Daylight,257,- ,2026-08-13T02:13:02.931800+00:00
4107-8525,Signify,Philips BR30 Warm White,257,- ,2026-08-13T02:13:02.931800+00:00
4107-8526,Signify,Philips BR30 Daylight,257,- ,2026-08-13T02:13:02.931800+00:00
4107-8527,Signify,Philips A21 Warm White,257,- ,2026-08-13T02:13:02.931800+00:00
4107-8528,Signify,Philips A21 Daylight,257,- ,2026-08-13T02:13:02.931800+00:00
4107-8529,Signify,WiZ A21 Warm White,257,- ,2026-08-13T02:13:02.931800+00:00
4107-8530,Signify,WiZ A21 Daylight,257,- ,2026-08-13T02:13:02.931800+00:00
4107-8531,Signify,WiZ Candle Daylight,257,- ,2026-08-13T02:13:02.931800+00:00
4107-8532,Signify,WiZ GU10 Warm White,257,- ,2026-08-13T02:13:02.931800+00:00
4107-8533,Signify,WiZ Candle Warm White,257,- ,2026-08-13T02:13:02.931800+00:00
4107-8534,Signify,WiZ GU10 Daylight,257,- ,2026-08-13T02:13:02.931800+00:00
4107-8535,Signify,Philips GU10 Warm White,257,-,2026-08-13T02:13:02.931800+00:00
4107-8536,Signify,Philips Candle Warm White,257,-,2026-08-13T02:13:02.931800+00:00
4107-8537,Signify,Philips A.E27 Warm White,257,-,2026-08-13T02:13:02.931800+00:00
4107-8538,Signify,Philips A.B22 Warm White,257,-,2026-08-13T02:13:02.931800+00:00
4107-8539,Signify,WiZ A60.E26,257,- ,2026-08-13T02:13:02.931800+00:00
4107-8540,Signify,Philips A60.E26,257,- ,2026-08-13T02:13:02.931800+00:00
4107-8541,Signify,WiZ BR30,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8542,Signify,Philips Candle,269,-,2026-08-13T02:13:02.931800+00:00
4107-8543,Signify,WiZ A.E27,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8544,Signify,WiZ A.B22,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8545,Signify,WiZ G.E27,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8546,Signify,WiZ GU10,269,-,2026-08-13T02:13:02.931800+00:00
4107-8547,Signify,WiZ Candle,269,-,2026-08-13T02:13:02.931800+00:00
4107-8548,Signify,WiZ A67.E27,269,-,2026-08-13T02:13:02.931800+00:00
4107-8549,Signify,WiZ A.E27,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8550,Signify,Philips A.E27,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8551,Signify,Philips A67.E27,269,-,2026-08-13T02:13:02.931800+00:00
4107-8552,Signify,Philips A19,269,-,2026-08-13T02:13:02.931800+00:00
4107-8553,Signify,Philips BR30,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8554,Signify,Philips GU10,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8555,Signify,Philips Candle,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8556,Signify,Philips A21,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8557,Signify,WiZ GU10,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8558,Signify,WiZ Candle,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8559,Signify,WiZ A21,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8571,Signify,Philips GU10,269,-,2026-08-13T02:13:02.931800+00:00
4107-8572,Signify,Philips A.B22,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8573,Signify,Philips G.E27,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8574,Signify,WiZ Candle,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8575,Signify,Philips A60,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8576,Signify,WiZ A.E27,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8577,Signify,WiZ A60.E26,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8578,Signify,Philips A23,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8579,Signify,Philips A80.E27,269,-,2026-08-13T02:13:02.931800+00:00
4107-8580,Signify,WiZ P45.E27,269,-,2026-08-13T02:13:02.931800+00:00
4107-8581,Signify,Philips P45.E27,269,-,2026-08-13T02:13:02.931800+00:00
4107-8582,Signify,WiZ A80.E27,269,-,2026-08-13T02:13:02.931800+00:00
4107-8583,Signify,WiZ P45.E14,269,-,2026-08-13T02:13:02.931800+00:00
4107-8584,Signify,Philips P45.E14,269,-,2026-08-13T02:13:02.931800+00:00
4107-8585,Signify,Philips A.E27,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8586,Signify,WiZ A67.E26,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8587,Signify,Philips BR30,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8588,Signify,WiZ A19,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8589,Signify,Philips A19,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8590,Signify,WiZ BR30,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8591,Signify,WiZ PAR38,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8592,Signify,Philips PAR38,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8594,Signify,Philips A.E27,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8595,Signify,Philips Candle,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8596,Signify,WiZ A23,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8597,Signify,Philips Spot Light,269,-,2026-08-13T02:13:02.931800+00:00
4107-8598,Signify,WiZ Spot Light,269,-,2026-08-13T02:13:02.931800+00:00
4107-8599,Signify,Philips G95 Filament,269,-,2026-08-13T02:13:02.931800+00:00
4107-8600,Signify,Philips ST64 Filament,269,-,2026-08-13T02:13:02.931800+00:00
4107-8601,Signify,WiZ A60 Filament,269,-,2026-08-13T02:13:02.931800+00:00
4107-8602,Signify,WiZ G95 Filament,269,-,2026-08-13T02:13:02.931800+00:00
4107-8603,Signify,WiZ ST64 Filament,269,-,2026-08-13T02:13:02.931800+00:00
4107-8604,Signify,Philips G25 Filament,269,-,2026-08-13T02:13:02.931800+00:00
4107-8605,Signify,Philips ST19 Filament,269,-,2026-08-13T02:13:02.931800+00:00
4107-8606,Signify,WiZ G25 Filament,269,-,2026-08-13T02:13:02.931800+00:00
4107-8607,Signify,WiZ ST19 Filament,269,-,2026-08-13T02:13:02.931800+00:00
4107-8608,Signify,WiZ G95.E27,269,-,2026-08-13T02:13:02.931800+00:00
4107-8609,Signify,Philips G95.E27,269,-,2026-08-13T02:13:02.931800+00:00
4107-8610,Signify,Philips A.E27,269,-,2026-08-13T02:13:02.931800+00:00
4107-8611,Signify,WiZ A.B22,269,-,2026-08-13T02:13:02.931800+00:00
4107-8612,Signify,Philips A.B22,269,-,2026-08-13T02:13:02.931800+00:00
4107-8613,Signify,Philips A.E26,269,-,2026-08-13T02:13:02.931800+00:00
4107-8614,Signify,Philips G95.E26,269,-,2026-08-13T02:13:02.931800+00:00
4107-8615,Signify,WiZ Ceiling,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8616,Signify,Philips Modular Downlight,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8617,Signify,Philips Modular Downlight,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8618,Signify,Philips Modular Downlight,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8619,Signify,WiZ Modular Downlight,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8620,Signify,WiZ Modular Downlight,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8621,Signify,WiZ Modular Downlight,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8622,Signify,Philips Modular Downlight,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8626,Signify,Philips Ceiling,269,9290032091 (Philips),2026-08-13T02:13:02.931800+00:00
4107-8627,Signify,WiZ Downlight,269,-,2026-08-13T02:13:02.931800+00:00
4107-8628,Signify,WiZ Ceiling,269,-,2026-08-13T02:13:02.931800+00:00
4107-8629,Signify,WiZ Ceiling,269,-,2026-08-13T02:13:02.931800+00:00
4107-8632,Signify,WiZ Spot Light,268,-,2026-08-13T02:13:02.931800+00:00
4107-8633,Signify,WiZ LED Strip,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8635,Signify,Philips LED Strip,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8636,Signify,WiZ Multi-color Neon Flex Strip,269,-,2026-08-13T02:13:02.931800+00:00
4107-8637,Signify,Philips Multi-color Neon Strip,269,-,2026-08-13T02:13:02.931800+00:00
4107-8638,Signify,WiZ String Lights,269,-,2026-08-13T02:13:02.931800+00:00
4107-8639,Signify,WiZ String Lights,269,-,2026-08-13T02:13:02.931800+00:00
4107-8640,Signify,WiZ String Lights,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8641,Signify,WiZ String Lights,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8642,Signify,WiZ Outdoor Ground Spot,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8643,Signify,WiZ ELPAS Bollard,269,-,2026-08-13T02:13:02.931800+00:00
4107-8644,Signify,WiZ ELPAS Bollard,269,-,2026-08-13T02:13:02.931800+00:00
4107-8645,Signify,Philips GU10,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8646,Signify,WiZ Candle,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8647,Signify,WiZ GU10,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8648,Signify,Philips R20,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8649,Signify,WiZ R20,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8650,Signify,Philips BR40,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8651,Signify,WiZ BR40,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8652,Signify,WiZ PAR30,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8653,Signify,Philips Candle,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8654,Signify,Philips GU10,269,-,2026-08-13T02:13:02.931800+00:00
4107-8655,Signify,Philips Candle,269,-,2026-08-13T02:13:02.931800+00:00
4107-8656,Signify,Philips Candle,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8657,Signify,WiZ GU10,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8658,Signify,WiZ Candle,269,- ,2026-08-13T02:13:02.931800+00:00
4107-8661,Signify,WiZ A60 Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8662,Signify,Philips A19 Filament,268,-,2026-08-13T02:13:02.931800+00:00
4107-8663,Signify,Philips ST19 Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8664,Signify,WiZ ST19 Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8665,Signify,Philips G25 Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8666,Signify,WiZ G25 Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8667,Signify,Philips A15 Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8668,Signify,WiZ A15 Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8669,Signify,Philips Candle Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8670,Signify,WiZ Candle Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8671,Signify,WiZ G16.5 Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8672,Signify,WiZ Candle Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8673,Signify,Philips Candle Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8674,Signify,WiZ Candle Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8675,Signify,Philips G16.5 Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8676,Signify,WiZ G16.5 Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8677,Signify,WiZ PS160 Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8678,Signify,WiZ A60 Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8679,Signify,WiZ A60 Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8680,Signify,WiZ A60 Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8681,Signify,WiZ A60 Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8682,Signify,WiZ Candle Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8683,Signify,WiZ Candle Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8684,Signify,WiZ G125 Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8685,Signify,WiZ G125 Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8686,Signify,WiZ G200 Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8687,Signify,WiZ G200 Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8688,Signify,WiZ G95 Filament,268,- ,2026-08-13T02:13:02.931800+00:00
4107-8689,Signify,WiZ G95 Filament,268,- ,2026-08-13T02:13:02.931800+00:00
